Date,ABER_SG_20_15_USU_EXTI28_BIN,ACCBU_20_BAND_USU_L6_STF_BIN,AD_DIFF_USU_L7_EXTI37_BIN,HILO_13_21_L3_EXTI19_STF_BIN,PVOh_12_26_9_L6_EXTI36_BIN,SMIo_5_20_5_EXTI11_BIN,THERMO_20_2_0_5_USU_L1_EXTI20_BIN,ABER_SG_20_15_USU_EXTI28,ACCBU_20_BAND_USU_L6_STF,AD_DIFF_USU_L7_EXTI37,HILO_13_21_L3_EXTI19_STF,PVOh_12_26_9_L6_EXTI36,SMIo_5_20_5_EXTI11,THERMO_20_2_0_5_USU_L1_EXTI20,target,Close,Open,High,Low,Volume
2024-04-23,1,3,2,1,2,3,2,-142.25628053682374,0.2146077288984909,0.0,-0.0504807692307736,-1.9949168235537496,0.03689762273201802,0.27853825147879874,1,36.17180252075195,35.22879749050624,36.65819781757688,35.22879749050624,537710
2024-04-24,1,2,2,1,2,3,2,-159.87071348912053,-0.14794598589099905,0.0,-0.0315504807692264,-3.9539796645887098,0.03714613395258559,-0.15795943913822974,1,35.54644012451172,36.23136036829031,36.23136036829031,35.347911365169466,350897
2024-04-25,1,3,2,1,2,3,2,-151.4308581306186,0.3424022268421396,0.0,-0.0450721153846132,-5.440383992041676,0.03503629972558453,-0.22773711160125548,0,36.95598602294922,35.72511456752612,37.23392400579553,35.72511456752612,412141
2024-04-26,1,2,2,1,2,3,2,-158.2127392684402,-0.1316470465744679,0.0,-0.0447716346153868,-4.731177509969741,0.028211838230006447,0.07669023236076883,0,37.2239990234375,37.25377701093753,37.31333677255859,36.86664802695314,318941
2024-04-29,2,1,2,1,2,3,2,-13.183640794535387,-0.6048664186750834,0.0,-0.046875,-4.756266206277277,0.042502445736814165,-0.2274885992926377,0,37.34000015258789,37.630001068115234,37.630001068115234,36.75,169378
2024-04-30,2,2,2,1,2,2,2,-62.300342760573955,-0.1484332118090954,0.0,-0.026141826923080203,-3.5701490727702163,0.01654781946069911,-0.09272778031238649,0,36.650001525878906,37.11000061035156,37.43000030517578,36.43000030517578,296237
2024-05-02,2,3,2,1,2,1,2,-11.246272981699285,0.5271297126696677,0.0,-0.0808293269230802,-4.24448214588144,-0.040950659546854284,-0.16544014442805333,1,36.369998931884766,36.54999923706055,37.630001068115234,35.90999984741211,227334
2024-05-03,2,2,2,1,2,3,2,-3.760863811272251,0.12261571096176382,0.0,-0.011418269230759392,-3.7048417351033343,0.031502776788331355,0.03409582170795178,1,36.91999816894531,36.97999954223633,37.119998931884766,36.279998779296875,125335
2024-05-06,2,3,2,1,2,3,2,-1.001220537545606,0.6811731115461086,0.0,-0.014423076923080203,-3.337451274465121,0.04521461516999298,0.5115033624976707,1,36.709999084472656,37.040000915527344,37.09000015258789,36.4900016784668,138732
2024-05-07,3,1,2,1,2,3,2,84.27282329910793,-0.36358149518625993,0.0,-0.059094551282058205,-4.819130348853183,0.05647194171840275,0.10936613749789253,1,36.97999954223633,36.9900016784668,37.02000045776367,36.2599983215332,154121
2024-05-08,3,2,2,1,1,3,2,73.65415584771542,-0.15812202161116673,2.0,-0.02325148809522659,-10.007491530459545,0.12981700079035538,-0.1696508755971448,1,37.59000015258789,36.86000061035156,37.619998931884766,36.5,447685
2024-05-09,3,3,2,1,1,3,2,101.87901424956898,0.3772685819304886,0.0,-0.01283482142858361,-14.084947145154548,0.11752999365314817,-0.19590436363551195,0,37.70000076293945,36.86000061035156,38.0,36.599998474121094,142576
2024-05-10,3,3,2,1,1,3,2,163.4068586604366,0.7735330949260302,0.0,-0.009486607142846992,-16.866382506437255,0.07784934180891129,-0.20552061471784416,0,37.619998931884766,37.95000076293945,38.08000183105469,37.599998474121094,228531
2024-05-13,3,1,2,1,1,3,2,183.58108072782744,-0.39739291859145176,0.0,-0.009672619047620401,-18.61342857080139,0.05820231076061058,-0.2707686514113828,0,38.08000183105469,37.790000915527344,38.400001525878906,37.650001525878906,110505
2024-05-14,3,1,2,3,1,2,2,272.30263667101326,-0.8095437721467977,0.0,0.007440476190467393,-19.596361321749967,0.0014104059747860054,-0.20257044651506062,0,37.400001525878906,37.95000076293945,37.9900016784668,37.0099983215332,166695
2024-05-15,3,2,2,2,1,2,2,320.8246578519666,-0.11250278882896758,0.0,0.0,-20.034695728694295,-0.004594887364834904,-0.056045880180292995,0,37.119998931884766,37.130001068115234,38.18000030517578,37.11000061035156,598640
2024-05-16,3,2,2,2,1,2,2,327.8127856045601,-0.009115167549570202,0.0,0.0,-20.036333219043208,0.010704779777950507,0.3733989655511635,0,36.880001068115234,37.310001373291016,37.380001068115234,36.119998931884766,424739
2024-05-17,3,2,2,3,1,2,2,360.28769890578695,-0.07527789375759752,0.0,0.0204613095238102,-19.69201022094649,0.011073960093711643,0.069235968832005,0,36.36000061035156,36.5099983215332,36.72999954223633,36.25,546458
2024-05-20,3,2,2,3,1,2,2,226.60571271604613,-0.13708273458474096,0.0,0.012276785714291805,-19.124222087686448,0.0129600552337098,0.048505162276575975,0,36.16999816894531,36.58000183105469,36.58000183105469,36.04999923706055,377085
2024-05-21,3,2,2,3,1,2,2,205.07303691486825,-0.10923927098373376,0.0,0.013764880952379599,-18.375626581273565,0.02025959523544521,-0.05507271032119315,0,35.209999084472656,36.209999084472656,36.220001220703125,35.20000076293945,514047
2024-05-22,3,2,2,2,3,3,2,134.1627852830937,0.03051371362193578,0.0,0.0,10.093946920124466,0.08624754208617622,-0.2760181664810795,0,35.41999816894531,35.56999969482422,35.83000183105469,34.9900016784668,413814
2024-05-23,3,3,2,2,3,3,2,41.94152420781959,0.2804812809365398,0.0,0.0,21.833069677126147,0.14307509441250793,-0.20732000776859577,0,35.2400016784668,35.290000915527344,35.619998931884766,34.59000015258789,337656
2024-05-24,3,1,2,2,3,3,2,55.50249569988057,-0.3636522462959775,0.0,0.0,25.272181357738127,0.12206314196724508,0.038615231066508604,1,34.189998626708984,34.79999923706055,34.90999984741211,34.15999984741211,295612
2024-05-27,3,1,2,2,3,3,2,87.13228553677448,-0.43585552418032414,0.0,0.0,26.476085690208535,0.11175186810187764,0.07734830429826972,1,34.04999923706055,34.20000076293945,34.459999084472656,33.79999923706055,170536
2024-05-28,3,2,2,3,3,3,2,114.74539084214352,0.05503168494409039,0.0,0.2217548076923066,23.799030473386914,0.10683900377609819,-0.14914022468251786,1,34.47999954223633,34.13999938964844,34.77000045776367,33.5099983215332,487542
2024-05-29,3,3,2,1,3,3,2,24.67057247809867,0.2407784006137934,0.0,-0.018930288461532996,20.012693067292123,0.06405798633410169,-0.1349363937603733,0,35.130001068115234,34.5,35.79999923706055,34.290000915527344,500345
2024-05-30,2,1,2,1,3,2,2,-24.4401462782686,-0.3870014904835575,0.0,-0.014873798076934008,16.93807648836439,-0.024477074233887605,0.3232271913596622,0,36.630001068115234,35.220001220703125,37.2400016784668,35.0,653318
2024-05-31,2,2,2,1,3,1,2,-19.973894971499977,0.1048173095492011,0.0,-0.015925480769226397,13.693967624631831,-0.08013067006003513,-0.24475873162697226,0,37.41999816894531,36.2400016784668,38.5,34.59000015258789,4372332
2024-06-03,2,1,2,1,3,1,2,-101.74635619812143,-0.4695122067910482,0.0,-0.0234375,11.012371468335449,-0.13121969082664187,0.0895635285279775,1,35.22999954223633,37.88999938964844,37.88999938964844,34.43000030517578,705291
2024-06-04,1,3,2,1,3,1,2,-193.8766412165818,0.199347850084024,0.0,-0.019230769230773603,8.642054042394253,-0.12582402467931803,0.27895033533483676,0,35.5,36.279998779296875,36.279998779296875,34.790000915527344,647473
2024-06-05,1,3,2,1,3,1,2,-188.48703993344114,0.31024817392431103,0.0,-0.01171875,6.58268159039444,-0.09007276812061384,0.20997292244580473,1,35.90999984741211,35.70000076293945,36.0,34.540000915527344,468570
2024-06-06,1,3,2,1,3,1,2,-149.23650200322768,0.3781421020417213,0.0,-0.0822029532967008,4.888419371805183,-0.04595637888130952,0.0061957393557280915,1,35.59000015258789,35.63999938964844,36.4900016784668,35.310001373291016,520661
2024-06-07,1,3,2,2,3,1,2,-262.5915663544115,0.35348193157510543,0.0,-0.0027901785714306016,5.785517257750353,-0.04125823094013295,-0.06507885486862697,1,34.93000030517578,35.58000183105469,35.970001220703125,34.54999923706055,695328
2024-06-10,1,3,2,2,3,1,2,-251.6177818547305,2.1039350060797197,29.03124143366228,0.001674107142861203,3.944643797942952,-0.057572643793435296,0.4217738932140994,0,36.9900016784668,35.150001525878906,37.0,34.939998626708984,573597
2024-06-11,1,3,2,3,3,1,2,-292.2066583607254,2.0045178853916834,-19.0,0.007254464285722406,5.644920761278268,-0.039436384615904874,0.7774382843365661,0,35.88999938964844,36.29999923706055,36.650001525878906,35.04999923706055,760901
2024-06-12,1,3,2,2,3,1,2,-236.73218240533728,0.5405425004406119,0.0,0.0,4.676979868526118,-0.03801602483018607,-0.14481774274310683,0,36.099998474121094,35.63999938964844,36.439998626708984,35.459999084472656,595728
2024-06-13,1,3,2,2,2,1,2,-272.41521454955546,0.27775750374775043,2.0,0.0,2.404706772321612,-0.03713288989368796,0.6889148994229033,1,35.75,35.90999984741211,36.709999084472656,35.0099983215332,417299
2024-06-14,1,2,2,3,3,1,2,-247.0708578700848,-0.09886663606539159,1.0,0.0027901785714163907,3.2972841511072364,-0.03677936392353692,0.07196467090643632,1,35.81999969482422,36.06999969482422,36.220001220703125,35.2599983215332,689304
2024-06-17,1,3,2,3,2,1,2,-187.74155485257154,0.724281762949122,0.0,0.008370535714291805,2.6918994407259333,-0.044281946112898096,-0.17521648822751001,1,35.029998779296875,35.7400016784668,35.75,34.65999984741211,374515
2024-06-18,1,3,2,3,2,2,2,-154.66168794038043,0.9439875377665565,0.0,0.014880952380948997,1.7764395901619032,-0.01730717489647654,-0.2998982512534614,1,36.13999938964844,35.0099983215332,37.029998779296875,34.959999084472656,859338
2024-06-19,1,3,2,3,2,2,2,-132.67885088816362,0.4762076974050693,0.0,0.008928571428569398,2.1473091436825094,-0.0047238129229492665,-0.2996103225626556,1,36.619998931884766,36.900001525878906,37.25,35.70000076293945,367173
2024-06-20,1,2,2,3,2,2,2,-112.6318221895521,-0.03382973680363577,0.0,0.012090773809532607,2.150108992195216,0.00023260783502943028,-0.26400755374716456,1,36.630001068115234,36.56999969482422,37.41999816894531,35.5099983215332,457549
2024-06-21,2,3,2,3,2,1,2,-55.218827566730255,0.34131381804470706,11.78180486505682,0.018229166666657193,2.3350102224462113,-0.03278231630718481,-0.23886397719981556,0,38.560001373291016,36.88999938964844,39.0,35.709999084472656,742102
2024-06-24,2,3,2,3,2,3,2,-22.268418821725863,0.3530047694085674,-5.119921875000003,0.0165550595238102,0.31430100741667744,0.034036404826884414,-0.2797310984188808,0,37.880001068115234,38.54999923706055,39.13999938964844,37.5,372769
2024-06-25,2,3,2,3,2,3,2,-70.38361748965299,0.4279679375134897,0.0,0.017299107142861203,-2.6522901742044525,0.08180012747749993,-0.2389531366647017,0,38.130001068115234,37.65999984741211,39.0,36.060001373291016,454380
2024-06-26,3,3,2,3,2,3,2,70.64660764670272,0.7097718179064145,2.0,0.0234375,-3.9853905117022723,0.0911895300664932,-0.23033259983949206,0,37.70000076293945,38.439998626708984,38.439998626708984,37.15999984741211,778519
2024-06-27,2,3,2,3,2,3,2,-30.186365469961803,0.4606678164544,0.0,0.026785714285722406,-4.195485184032377,0.07298635520257661,0.13088955252617385,0,36.66999816894531,37.38999938964844,37.70000076293945,36.58000183105469,231333
2024-06-28,3,3,2,3,2,2,2,6.7026184497260575,0.571995643025133,-4.157121930803569,0.0274367559523796,-3.6770998900082184,0.021713368004426914,-0.12190350009536649,1,35.61000061035156,36.47999954223633,36.68000030517578,35.45000076293945,525859
2024-07-01,2,3,2,2,2,2,2,-62.012427498374386,1.626143655048061,-8.314243861607139,0.0,-3.631321354057963,0.003454673754849008,-0.0678829286577125,1,36.2599983215332,35.65999984741211,36.88999938964844,35.599998474121094,164496
2024-07-02,2,3,2,3,2,2,2,-3.9273405538836657,0.5463212337382686,-29.0,0.0548735119047592,-3.926031607873224,-0.0157867366385131,0.39096306454778396,0,36.18000030517578,36.29999923706055,36.47999954223633,34.56999969482422,1062373
2024-07-03,3,3,2,3,2,1,2,9.50694463174249,1.0291769426745496,-1.0,0.030877976190467393,-4.944370214872061,-0.0317747645396291,-0.19761079874248122,1,37.380001068115234,35.720001220703125,37.70000076293945,35.720001220703125,416330
2024-07-04,3,1,2,2,2,1,2,58.6683922490936,-0.2513338760224393,0.0,0.0,-5.772464933074692,-0.04497500163814683,0.1604949916139456,1,36.65999984741211,36.68000030517578,36.959999084472656,35.900001525878906,228364
2024-07-05,3,1,2,3,2,1,2,96.97760971382917,-0.7701559731351963,-4.0,0.048363095238102005,-6.713546730673331,-0.05528851140753671,-0.09511762663500156,1,36.29999923706055,36.38999938964844,36.38999938964844,35.560001373291016,804569
2024-07-08,2,1,2,3,1,1,2,-6.2875639622036195,-1.7805617598219037,0.0,0.0165550595238102,-11.641491680535358,-0.05317557369048681,-0.08605880505071573,0,37.70000076293945,36.11000061035156,37.70000076293945,35.90999984741211,917523
2024-07-09,2,1,2,3,1,1,2,-51.518618495640986,-1.5245079597912543,0.0,0.013113839285708195,-15.5736470856574,-0.05176820411636013,0.38865512876363817,0,37.04999923706055,37.529998779296875,37.9900016784668,36.709999084472656,178033
2024-07-10,2,3,2,3,1,2,2,-32.525971336807395,0.26761555833612505,-2.0,0.008928571428569398,-18.217465772032526,0.02412059631295177,-0.25624655016623216,0,37.0,37.0099983215332,37.79999923706055,36.380001068115234,157154
2024-07-11,2,3,2,3,1,3,2,-16.58324575311401,0.3110509308231535,0.0,0.0282738095238102,-19.841470510784124,0.047131712703521206,-0.23184211681706723,0,36.84000015258789,36.88999938964844,37.02000045776367,36.439998626708984,241565
2024-07-12,2,2,2,3,1,3,2,-42.47791921897366,-0.11538388588616044,2.291512182203391,0.027901785714291805,-20.688590941173842,0.04863886755936406,0.34157737049884396,0,36.900001525878906,36.77000045776367,37.2400016784668,36.599998474121094,87649
2024-07-15,2,1,2,3,1,3,2,-49.54602926568257,-0.4451772341822462,2.291512182203391,0.02734375,-20.954272384262836,0.09482848170713076,0.026308097118001694,0,36.47999954223633,36.650001525878906,36.7599983215332,35.959999084472656,349472
2024-07-16,2,1,2,3,1,3,2,-49.419721131828595,-0.20565956146484865,0.0,0.022693452380948997,-20.762799440174234,0.09057984003713077,-0.2730724359408556,0,36.279998779296875,36.59000015258789,36.75,36.060001373291016,1315103
2024-07-17,2,1,2,3,1,3,2,-62.41405121761152,-0.25265834087293726,0.0,0.019717261904759198,-20.266311303798986,0.09528867206073434,-0.1056964896607741,0,35.63999938964844,36.400001525878906,36.56999969482422,35.029998779296875,274689
2024-07-18,1,3,2,3,1,3,2,-130.38146408245473,0.2726904777586121,0.0,0.02734375,-19.584941351941765,0.0913720832927403,-0.13804087159784323,0,34.79999923706055,35.79999923706055,36.08000183105469,34.70000076293945,296111
2024-07-19,1,1,2,3,1,3,2,-165.49194721773475,-0.7932748086323258,0.0,0.028645833333342807,-18.763295581597845,0.0437491941716666,-0.23798936001709625,0,35.59000015258789,35.02000045776367,35.650001525878906,34.72999954223633,187526
2024-07-22,1,1,2,3,3,2,2,-211.1725603604716,-0.24808866001186658,0.0,0.024181547619051003,3.480514195940337,0.022098699828337863,0.025003674270246246,0,35.68000030517578,35.2599983215332,36.119998931884766,35.2599983215332,76889
2024-07-23,1,1,2,3,3,1,2,-217.1900008093753,-0.23743038993139365,0.0,0.025855654761897995,10.384324112345112,-0.03980168617828185,-0.07633596137453907,1,34.84000015258789,35.68000030517578,36.099998474121094,34.810001373291016,256570
2024-07-24,1,1,2,3,3,1,2,-160.63235155828121,-0.9378357604609846,0.0,0.023809523809518396,13.80580654432356,-0.07983412027352764,-0.1256134888626782,0,34.869998931884766,35.369998931884766,35.5,34.810001373291016,134397
2024-07-25,1,2,2,2,3,1,2,-224.10675733303282,0.019497834975872763,0.0,0.0,14.118195122776298,-0.07968056643723634,-0.11365029944718502,0,34.58000183105469,35.45000076293945,35.9900016784668,34.0,290050
2024-07-26,1,1,2,3,3,1,2,-227.0710510875004,-0.3108121285794958,0.0,0.0420386904761898,13.80370850233292,-0.09090162402618815,-0.11696336616650072,0,35.29999923706055,34.29999923706055,35.29999923706055,34.25,187224
2024-07-29,1,1,2,3,3,1,2,-169.15227750467733,-1.5375680599962003,0.0,0.0223214285714306,12.917277865463129,-0.04151902229913049,-0.13409780748397684,0,34.75,35.189998626708984,35.189998626708984,34.099998474121094,1184970
2024-07-30,1,1,2,2,3,2,2,-106.58526955860206,-0.47958420683913516,0.0,0.0,14.317391773717821,0.0015365147976108273,0.2179591265621162,0,34.7400016784668,34.5099983215332,35.5,34.380001068115234,151286
2024-07-31,2,1,2,3,3,2,2,-44.018476598656136,-1.0549167309785936,0.0,0.049479166666671404,14.058311229564373,0.015756100938859402,-0.0996738854914187,0,34.79999923706055,35.0,35.81999969482422,34.41999816894531,2127048
2024-08-01,2,1,2,3,3,2,2,-91.68843441685497,-0.34293794960396085,0.0,0.026599702380948997,13.540841752611703,-0.002430398134834505,0.39047362741252595,0,34.029998779296875,34.70000076293945,35.70000076293945,34.0,319459
2024-08-02,2,3,2,3,3,2,2,-90.64476383929852,0.6484528447129314,0.0,0.028087797619051003,10.899015392989458,-0.0011068262378539917,0.2684642343256187,0,33.5099983215332,34.45000076293945,34.45000076293945,33.25,177853
2024-08-05,1,2,2,3,3,2,2,-225.8503022956495,-0.11741984199851174,0.0,0.026971726190481604,10.643910435644411,-0.01345562025563199,1.020425973913655,0,33.939998626708984,33.25,34.5,32.810001373291016,284368
2024-08-06,1,2,2,3,3,2,2,-208.73519832277563,-0.10394463610123594,0.0,0.036458333333328596,9.299338631047084,-0.024441118579842658,0.6263675478266403,1,33.29999923706055,33.4900016784668,33.79999923706055,33.0099983215332,1276252
2024-08-07,1,1,2,3,3,2,2,-173.3843101621013,-0.5160520758077283,0.0,0.048084077380949,7.036327868377112,-0.017509515744589865,0.481892067081246,0,33.290000915527344,33.5,33.779998779296875,33.0,287574
2024-08-08,1,1,2,3,3,2,2,-130.62022357308547,-0.34703561713673103,1.0,0.0673363095238102,6.92672283783525,-0.02733086437079954,0.026027346406841567,0,33.4900016784668,33.45000076293945,33.599998474121094,33.11000061035156,890658
2024-08-09,1,3,2,3,3,2,2,-144.42326998133885,0.5056668080905293,0.0,0.0489211309523796,4.52693316774011,0.016909655698889775,-0.216778829441429,1,33.58000183105469,33.650001525878906,33.650001525878906,33.150001525878906,4927855
2024-08-12,2,3,2,3,2,3,2,-73.85659864075289,0.3233783297992687,0.0,0.0479910714285694,2.631136753170039,0.07080981493284594,-0.21027013139938816,1,33.0,33.150001525878906,33.599998474121094,32.599998474121094,8872535
2024-08-13,2,2,2,3,3,3,2,-71.65382348360973,0.016843166096656148,0.0,0.0427827380952408,3.4663590203659123,0.05297725961140631,-0.3174765474565893,1,33.650001525878906,33.2599983215332,33.650001525878906,33.0099983215332,1782778
2024-08-14,1,1,2,3,2,2,2,-114.67226411727096,-0.260250739859309,-2.0,0.0452008928571388,1.3113632517873908,0.016910373558462352,-0.06105020960358082,0,34.02000045776367,33.400001525878906,34.4900016784668,33.119998931884766,624557
2024-08-15,2,1,2,3,3,2,2,-0.15833444338621291,-0.3710673028733229,0.0,0.033668154761912206,4.340899952270885,0.004961194211790809,-0.06937280868895407,0,34.0,33.95000076293945,34.470001220703125,33.58000183105469,399779
2024-08-16,2,2,2,3,3,2,2,-5.752189052725945,0.0116348685475689,0.0,0.0340401785714306,3.9173383898414915,0.002990077141790587,0.16342460166237488,0,34.08000183105469,33.880001068115234,34.09000015258789,33.72999954223633,99752
2024-08-19,2,2,2,3,3,3,2,1.4277688328634102,-0.024988513783313238,0.0,0.03515625,3.367036158725627,0.04800455922608256,-0.10660393182927985,0,33.970001220703125,33.9900016784668,34.43000030517578,33.75,166764
2024-08-20,2,3,2,2,3,3,2,-26.137032188433047,0.22481436848743996,0.0,0.0,4.770092260773355,0.0825899707561385,-0.3367785573693484,0,33.7599983215332,33.9900016784668,34.09000015258789,33.119998931884766,166985
2024-08-21,3,2,2,2,3,3,2,28.57559623416566,0.025099872978671556,0.0,0.0,3.941702177552285,0.10885301878758838,-0.12092464714369622,1,33.5,33.599998474121094,33.869998931884766,33.15999984741211,245011
2024-08-22,2,2,2,2,2,3,2,-43.130774617343675,-0.08593847230962481,0.0,0.0,1.1733621589657615,0.10186798930475818,-0.010449680749058443,1,33.380001068115234,33.5,33.77000045776367,33.029998779296875,128857
2024-08-23,2,1,2,2,2,3,2,-6.369931604408887,-0.3389942985256216,0.0,0.0,0.4480394133940919,0.12420525374170982,-0.10841280639200529,1,33.33000183105469,33.38999938964844,33.66999816894531,33.04999923706055,576803
2024-08-26,3,1,2,2,2,3,2,20.899680226159735,-0.3750769392763562,0.0,0.0,-0.7132589009239068,0.0927536129185402,-0.2677306343546715,0,33.9900016784668,33.290000915527344,33.9900016784668,32.95000076293945,1000586
2024-08-27,2,2,2,2,2,3,2,-12.408231493969913,-0.0936634794621316,0.0,0.0,-0.8829037662900836,0.04948711486335847,-0.05845271679708375,0,34.650001525878906,33.86000061035156,34.900001525878906,33.72999954223633,451331
2024-08-28,2,1,2,2,2,2,2,-93.97235235132851,-0.21095082523951447,0.0,0.0,-2.243742253717581,-0.014897443757981826,-0.052885791387837666,0,34.439998626708984,34.849998474121094,35.470001220703125,34.0099983215332,730382
2024-08-29,2,2,2,2,2,2,2,-63.143142640990014,0.044944415020331974,0.0,0.0,-4.2574580404554085,-0.00787363928920215,-0.13267047792232933,0,33.970001220703125,34.79999923706055,34.79999923706055,33.810001373291016,423132
2024-08-30,1,1,2,3,2,2,2,-105.16461246591206,-0.895107582652015,0.0,0.2935267857142776,-3.730700668936647,-0.013893766555849507,-0.0493506705011551,0,33.5,34.18000030517578,34.58000183105469,33.279998779296875,844462
2024-09-02,1,1,2,3,2,2,2,-147.54446279556802,-0.2768053812654152,0.0,0.0381324404761898,-2.9443299997283283,-0.0039624459561117265,-0.07292441616771173,1,33.34000015258789,33.810001373291016,33.91999816894531,32.70000076293945,214183
2024-09-03,1,2,2,2,2,2,2,-188.33323541068336,-0.021421447477928623,0.0,0.0,-2.0865758182548007,0.011390519784791914,-0.18614292415173922,0,33.91999816894531,33.400001525878906,34.04999923706055,32.619998931884766,778165
2024-09-04,1,2,2,2,2,2,2,-198.94752989149472,0.0388686953344628,0.0,0.0,-0.6478459440854598,-0.010426821056880725,-0.16841502661347835,1,33.45000076293945,33.849998474121094,34.369998931884766,33.380001068115234,858713
2024-09-05,1,2,2,2,2,2,2,-108.56302506227115,0.051852887566530725,0.0,0.0,0.20232288919833552,-0.030501731183208883,0.321210809254472,1,34.29999923706055,33.88999938964844,34.45000076293945,33.349998474121094,519813
2024-09-06,1,1,2,3,2,1,2,-150.02714926512448,-0.524806713995499,0.0,0.0634300595238102,-2.019927295122209,-0.10147071917493808,0.12097644646833178,1,34.08000183105469,34.20000076293945,34.27000045776367,33.41999816894531,873319
2024-09-09,2,2,2,3,1,1,2,-44.3305451595595,0.0742919075503341,714.8965517241379,0.007068452380963208,-8.187314176170643,-0.10290091829665192,-0.060187977004842685,1,35.54999923706055,34.43000030517578,36.22999954223633,34.43000030517578,1390951
2024-09-10,2,1,2,3,1,1,2,-53.00288140768066,-0.33654820382998096,-77.0,0.017299107142846992,-12.608837739795685,-0.07505246608783364,0.1575977827099042,0,38.34000015258789,35.9900016784668,39.9900016784668,34.84000015258789,1048048
