Date,ABER_XG_20_15_USU_L7_EXTI20_BIN,ACCBU_20_BAND_USU_L1_EXTI31_STF_BIN,ACCBU_20_BAND_USU_L3_EXTI30_STF_BIN,AD_DIFF_USU_L2_EXTI17_BIN,AD_DIFF_USU_L3_EXTI17_BIN,AD_DIFF_USU_L7_EXTI17_BIN,K_D_USU_L7_EXTI22_BIN,LDECAY_5_L6_EXTI27_STF_BIN,MACDh_12_26_9_L3_EXTI33_BIN,PSARaf_0_02_0_2_L3_EXTI7_BIN,PVOh_12_26_9_EXTI26_BIN,PVOh_12_26_9_L5_EXTI17_BIN,PVOh_12_26_9_L6_EXTI3_BIN,SMIo_5_20_5_L1_EXTI11_BIN,SQZ_20_2_0_20_1_5_L3_EXTI7_BIN,ABER_XG_20_15_USU_L7_EXTI20,ACCBU_20_BAND_USU_L1_EXTI31_STF,ACCBU_20_BAND_USU_L3_EXTI30_STF,AD_DIFF_USU_L2_EXTI17,AD_DIFF_USU_L3_EXTI17,AD_DIFF_USU_L7_EXTI17,K_D_USU_L7_EXTI22,LDECAY_5_L6_EXTI27_STF,MACDh_12_26_9_L3_EXTI33,PSARaf_0_02_0_2_L3_EXTI7,PVOh_12_26_9_EXTI26,PVOh_12_26_9_L5_EXTI17,PVOh_12_26_9_L6_EXTI3,SMIo_5_20_5_L1_EXTI11,SQZ_20_2_0_20_1_5_L3_EXTI7,target,Close,Open,High,Low,Volume
2024-04-23,3,3,2,2,3,3,1,1,2,3,2,3,2,2,1,252.9247192245914,0.3228991629638198,-0.34393009274608133,-48864.49620129494,50377.592609726125,72407.67543958407,-8.060972820532893,-210.099609375,0.7578636170163238,0.16,0.07254551354904393,3.2243349677187627,-1.3521721702993705,0.01662966048675471,-3.0816663106282554,1,65.02999877929688,64.33999633789062,65.43000030517578,63.90999984741211,15439905
2024-04-24,3,3,3,3,2,1,1,1,3,3,2,2,2,3,1,177.44308608625107,0.5516334913803238,0.44595470619486655,82807.26550777117,-48864.49620129494,-131667.29198725917,-10.80123081257116,-159.80078125,1.0624727686434292,0.18,-0.17619441075429973,0.8556492220505119,-1.9345329434878895,0.05202331394832774,-3.3266658782958984,1,65.91999816894531,65.20999908447266,66.77999877929688,64.91000366210938,16669659
2024-04-25,3,1,1,2,3,2,1,1,3,3,2,2,2,3,1,156.0724556833401,-0.3647235972773242,-1.285819317795161,21473.071167914895,82807.26550777117,19674.5300824258,-10.525039521402542,-83.89960937499927,1.2433639711352482,0.18,0.9645253840255683,-0.44014401960301086,-4.297737614042836,0.04985569384355645,-3.423332850138346,0,67.66999816894531,66.5199966430664,68.25,66.25,31979030
2024-04-26,2,2,3,2,2,3,1,3,3,3,3,2,2,3,1,76.89519803554461,-0.09352410502156872,0.8420376500433573,-47426.5376220881,21473.071167914895,95217.6773563854,-9.138884117359389,52.30078125,1.3535430814262406,0.18,1.4354042629289134,-1.5315550743269055,-5.485483251889538,0.08419661838115615,-3.6533330281575522,0,66.6500015258789,67.31999969482422,67.83999633789062,66.25,12269742
2024-04-29,2,1,2,2,2,3,1,3,3,3,2,1,2,3,1,78.92143265981755,-0.6266347597538182,0.3644139476198358,14767.732489193324,-47426.5376220881,50377.592609726125,-7.984700844027374,99.0,1.404156349292113,0.18,0.6707443144318701,-3.9911898812991105,-5.34752043656826,0.13110637764692515,-3.686666488647461,0,66.9800033569336,66.83999633789062,67.04000091552734,66.11000061035156,15585572
2024-04-30,2,1,2,3,2,2,1,3,3,3,3,1,2,3,1,36.284569033192014,-0.35976604841304294,0.03412388451189052,96595.03238654509,14767.732489193324,-48864.49620129494,-4.749029242992625,64.599609375,1.2265104780612923,0.18,1.9787785796096378,-6.985001081533852,-5.924901803866703,0.13005663389113895,-3.5966663360595703,1,63.849998474121094,66.88999938964844,67.68000030517578,63.849998474121094,27162419
2024-05-02,1,3,2,1,3,2,3,3,3,1,2,1,2,3,1,-42.25628053682372,0.9020589229587586,-0.3630086159039596,-65053.534664531704,99851.65631532553,21473.071167914895,7.434312181022037,139.49921874999927,1.0100365183455182,0.04,0.9895776152547895,-9.915581547295037,-6.608765221118167,0.03504069859410809,-2.938333511352539,1,63.310001373291016,64.37000274658203,64.37000274658203,63.25,27230978
2024-05-03,1,2,3,2,1,2,3,1,2,1,3,1,2,2,1,-59.870713489120554,0.015562024358136028,0.4960415582384847,-45305.81049501104,-65053.534664531704,-47426.5376220881,10.214884004543727,-126.09882812499927,0.9540447191717498,0.02,1.1771049547535268,-7.627796561235122,-6.084418268867197,-0.008692008786506125,-3.0199998219807944,1,64.23999786376953,63.4900016784668,64.55000305175781,63.36000061035156,12095707
2024-05-06,1,2,2,3,2,2,3,3,2,1,2,1,1,2,1,-51.430858130618596,-0.1439326086143513,0.1605731599523974,116241.98819730221,-45305.81049501104,14767.732489193324,9.66359864636592,83.798828125,0.6219802125579479,0.02,-0.40199445827090896,-3.824363271447794,-7.033309047114679,-0.0005892752886581809,-2.9066670735677085,1,65.73999786376953,64.58999633789062,65.8499984741211,63.779998779296875,17157672
2024-05-07,1,1,2,3,3,3,3,3,3,1,2,2,1,2,1,-58.2127392684402,-0.20849813123014727,0.2586699799908381,158506.8875840305,116241.98819730221,96595.03238654509,18.179456668907804,42.400390625,1.2943487457121514,0.02,-0.6206956810062154,-1.6211522616067073,-8.616693443352526,0.010503274725078296,-2.756666819254557,1,65.51000213623047,65.8499984741211,65.8499984741211,64.80999755859375,27626193
2024-05-08,2,2,2,2,3,3,3,2,3,1,1,2,1,2,1,86.81635920546461,0.00662429221002192,-0.17817807929574236,-7611.8298543985,158506.8875840305,99851.65631532553,20.921217258354815,-0.2000000000007276,2.232609221953665,0.02,-1.951974510298546,-0.794002746800726,-12.885258437830405,0.002704695144884098,-2.736666997273763,1,66.4800033569336,65.23999786376953,66.7699966430664,65.11000061035156,35848812
2024-05-09,2,3,3,3,2,1,3,1,3,1,1,2,1,2,1,37.699657239426045,0.2482997020149309,0.6175984450460046,71318.9096421285,-7611.8298543985,-65053.534664531704,10.495261899517992,-282.7999999999993,3.6214866711154503,0.02,-2.5333998256906165,0.650313512638796,-15.913922629219801,-0.002777912869026941,-2.450000762939453,0,68.5199966430664,65.23999786376953,68.56999969482422,65.11000061035156,30775481
2024-05-10,2,3,3,1,3,2,2,3,3,1,1,3,1,3,2,62.64364544957757,0.43034632736489087,0.957560755639772,-93868.86601751379,71318.9096421285,-45305.81049501104,2.3071301703054985,94.599609375,4.031112029243731,0.02,-3.0513612316715872,4.032542442835871,-17.90764851710809,0.037789417430135974,-2.150000890096029,0,69.06999969482422,68.11000061035156,69.19999694824219,68.11000061035156,19754195
2024-05-13,2,1,3,3,1,3,2,3,3,1,1,3,1,3,2,88.75372701830071,-0.638710576481456,3.201046297312878,169454.54862207116,-93868.86601751379,116241.98819730221,1.5583680636843553,124.201171875,3.8728821657115997,0.02,-2.601367318697242,5.274968158743833,-19.200248722446283,0.040285824658502625,-1.8650010426839192,0,68.38999938964844,69.13999938964844,69.44999694824219,68.08999633789062,14583702
2024-05-14,3,2,3,1,3,3,3,3,3,1,1,3,1,3,2,96.23913618872776,-0.1528309504710279,1.6847733560103606,-114954.37915567099,169454.54862207116,158506.8875840305,8.613022190203544,312.099609375,3.0901662199782187,0.02,-2.231001081615984,3.8277185091906603,-19.831086529353488,0.03716282152291048,-1.931667963663737,1,67.12999725341797,68.73999786376953,68.73999786376953,66.58999633789062,14760832
2024-05-15,3,1,1,3,1,2,3,2,3,1,2,3,1,2,2,98.9987794624544,-0.6435135187136254,-0.8820975124248243,158877.37372235744,-114954.37915567099,-7611.8298543985,12.487120185846535,31.099609375,2.320164316705611,0.02,-0.1839694215004435,2.7567276463846513,-19.998994585263432,-0.006366078326828506,-1.6833343505859375,0,67.93000030517578,67.05000305175781,68.94000244140625,66.80999755859375,11500471
2024-05-16,3,1,1,2,3,3,3,2,3,1,2,3,1,2,2,184.27282329910793,-0.6003338716334401,-3.1535593561099127,-24324.981848764117,158877.37372235744,71318.9096421285,11.558569548211665,-0.2000000000007276,1.3124106459885034,0.02,0.8947350301026474,4.294046849986194,-19.771367728737708,-0.010839334055008837,-1.3033339182535808,0,68.30000305175781,67.61000061035156,68.80000305175781,67.30999755859375,14951215
2024-05-17,3,3,1,3,2,1,3,3,2,1,2,2,1,2,2,173.6541558477154,0.6315006598824144,-1.330801541022101,154689.52826225176,-24324.981848764117,-93868.86601751379,9.641125281756985,85.40117187500073,0.6777259595103224,0.02,-0.29336046686505823,2.420322637404287,-19.26621309618602,-0.010987753990753787,-1.5200004577636719,0,67.98999786376953,67.81999969482422,68.04000091552734,67.12000274658203,6770407
2024-05-20,3,3,3,3,3,3,3,2,2,1,1,2,1,2,2,201.87901424956897,0.3214950937610901,0.6710344117163594,32096.715166873648,154689.52826225176,169454.54862207116,8.73797782087999,-0.2000000000007276,0.6978883690860096,0.02,-1.5602276448421413,1.9830047121558818,-18.561086352377586,-0.0021796840228364422,-1.4549999237060547,0,68.23999786376953,68.0,68.27999877929688,67.5199966430664,20053651
2024-05-21,3,2,3,3,3,1,3,1,2,1,1,2,1,2,2,263.4068586604366,0.04841188952428688,1.1387822687529443,124231.59718863829,32096.715166873648,-114954.37915567099,6.246617057073536,-66.900390625,0.3536545546777745,0.02,-1.4943755918825024,0.9080895068039234,-17.738750041108624,-0.013829352700521894,-0.7683334350585938,0,66.95999908447266,67.5999984741211,67.87999725341797,66.61000061035156,11037944
2024-05-22,3,1,2,3,3,3,3,1,2,1,1,2,2,1,3,283.58108072782744,-0.19727897765096003,0.050248964426160114,195128.3001852748,124231.59718863829,158877.37372235744,4.372097388540212,-49.701171875,0.12373202912960934,0.04,-2.4548275426372808,1.5056951079069996,3.7449960397336994,-0.06786207659542971,0.23166720072428384,0,66.6500015258789,66.77999877929688,66.91000366210938,65.26000213623047,20095554
2024-05-23,3,1,3,1,3,2,3,2,2,2,1,3,3,1,3,372.30263667101326,-0.1835491702559704,1.7166093477152593,-105820.16892711632,195128.3001852748,-24324.981848764117,4.414776382208856,25.801562500000728,0.2452654278756734,0.06,-1.4078589974193338,3.624944725299989,16.853182634947164,-0.10379427984062811,0.9983336130777994,0,66.41999816894531,66.36000061035156,67.23999786376953,65.98999786376953,9669740
2024-05-24,3,3,3,3,1,3,3,2,2,2,1,3,3,1,3,420.8246578519666,0.2981382401413235,1.9448841015470144,171072.9675612942,-105820.16892711632,154689.52826225176,3.989899455508038,15.0,0.12704684984960934,0.06,-2.367894239802427,3.0259314746536132,20.406314682919128,-0.13635668019256728,1.613334019978841,0,65.19999694824219,66.01000213623047,66.01000213623047,63.849998474121094,15953814
2024-05-27,3,3,2,1,3,3,2,3,2,2,1,3,3,1,3,427.8127856045601,0.4399469784834871,-0.12977392820637235,-102719.21911513101,171072.9675612942,32096.715166873648,0.4485457900268983,165.599609375,0.35586276326854627,0.08,-2.3089411774551456,3.3670615258340417,24.778799620987847,-0.1568013795668967,2.4400011698404946,0,65.0199966430664,65.2300033569336,65.2300033569336,64.91000366210938,1062384
2024-05-28,3,2,1,2,1,3,2,2,2,2,1,2,3,1,3,460.28769890578695,-0.0982178768278672,-0.8240876331953579,-38860.528595869604,-102719.21911513101,124231.59718863829,-0.8853255274104299,1.3994140625,0.31713491094775303,0.08,-1.574985122275704,2.0195034395658604,28.64446034386905,-0.13952886754678717,2.6866677602132163,0,64.44999694824219,65.0,65.5,64.05999755859375,15255760
2024-05-29,3,3,3,2,2,3,2,2,2,2,1,2,3,1,3,326.6057127160461,0.15822297903249805,0.8892852975049514,-14850.753575123847,-38860.528595869604,195128.3001852748,-0.7557627600051973,1.3994140625,0.8331619949623548,0.08,-1.2267002148728432,1.4083848318697196,25.455787496743646,-0.12671268053929488,2.6150010426839194,0,63.81999969482422,64.79000091552734,64.79000091552734,63.40999984741211,20600557
2024-05-30,3,1,3,3,2,1,2,2,2,2,2,2,3,1,3,305.0730369148683,-1.0156880942801774,1.1077907857735951,49497.162578445335,-14850.753575123847,-105820.16892711632,1.2367644748772761,-0.2000000000007276,0.7266392209964359,0.08,0.49292586614305156,-1.5788645589003227,21.956032369277615,-0.10297223006247214,2.7025012969970703,0,63.59000015258789,63.650001525878906,64.18000030517578,63.5,27543971
2024-05-31,3,1,2,1,3,3,2,1,2,2,3,1,3,1,3,234.1627852830937,-0.6263061058375072,-0.013343808044009364,-64048.785285023914,49497.162578445335,171072.9675612942,-1.0379018988261208,-121.3984375,0.23384219890639546,0.08,6.424341809876115,-6.1358338861715795,19.234638398763256,-0.06625083750064342,2.3625011444091797,0,63.75,63.31999969482422,64.63999938964844,63.11000061035156,50215927
2024-06-03,3,3,1,1,1,1,1,1,2,2,3,1,3,1,3,141.94152420781958,0.7565431164511871,-0.906256928841767,-133383.33333333337,-64048.785285023914,-102719.21911513101,-10.544151787002107,-25.700390624999272,-0.638499015489395,0.08,4.089872367957367,-8.347993615668946,14.650397349392353,-0.050519675781728,2.0241673787434897,1,60.06999969482422,63.310001373291016,63.9900016784668,59.36000061035156,22504351
2024-06-04,3,3,1,3,1,2,1,3,1,2,3,1,3,1,3,155.50249569988057,1.4849600042228612,-1.1484366105537092,41997.887576839305,-133383.33333333337,-38860.528595869604,-8.28038093001922,52.5,-1.5739110126487912,0.08,2.2410011130088474,-8.74800244090993,11.994254870926447,-0.15054234897404695,2.079167048136393,1,61.52000045776367,60.380001068115234,62.38999938964844,60.2599983215332,28612957
2024-06-05,3,3,2,3,3,2,1,2,1,2,3,1,3,2,3,187.13228553677448,0.49727262864569965,0.25392192785645307,116162.73959951254,41997.887576839305,-14850.753575123847,-9.328020505769246,-0.2000000000007276,-2.0750344796981484,0.08,1.084411541903624,-5.023578892182679,10.562502258984615,-0.02184683648430291,2.184167226155599,0,62.75,61.54999923706055,63.27000045776367,61.060001373291016,28782822
2024-06-06,3,3,2,1,3,3,1,1,1,1,2,1,3,3,3,214.7453908421435,0.3335408962174977,0.11700734359040865,-199383.03072805202,116162.73959951254,49497.162578445335,-9.128323407469487,-108.30078125,-2.675007616703523,0.02,-0.5030546595933596,-2.4811448157501315,8.043529755834879,0.07106223810733553,1.8208338419596355,0,63.40999984741211,62.689998626708984,64.19000244140625,62.599998474121094,24721104
2024-06-07,3,1,1,3,1,1,1,1,1,1,1,2,3,3,3,124.67057247809866,-0.47624354646501743,-1.972291730639423,135182.067803915,-199383.03072805202,-64048.785285023914,-16.54524648795809,-193.20039062499927,-3.248334045503281,0.04,-1.5611392355080427,-1.683145291981524,5.062873861518877,0.09308606351708049,1.0083332061767578,0,62.38999938964844,63.54999923706055,64.0,61.81999969482422,29365721
2024-06-10,2,3,1,3,3,1,1,3,1,2,2,3,2,3,3,75.5598537217314,0.9732888179347192,-2.926003169580861,52050.56056216877,135182.067803915,-133383.33333333337,-18.98192850370127,197.400390625,-3.2059058421262394,0.06,-0.8593879000677689,3.0474380680619975,2.775075085310453,0.048607624363739166,0.19166692097981772,0,62.459999084472656,62.54999923706055,62.7599983215332,61.939998626708984,17294833
2024-06-11,2,3,1,3,3,3,1,2,1,2,2,3,2,3,2,80.02610502850003,1.400522351345714,-1.3151519791407402,92673.7693139239,52050.56056216877,41997.887576839305,-8.18837616043075,-0.2000000000007276,-2.8426516327899187,0.06,0.664261041179859,5.155394694783858,1.8852443706783681,0.03137207945126269,-0.2783336639404297,0,62.189998626708984,62.5,62.97999954223633,61.77000045776367,41540942
2024-06-12,2,3,3,1,3,3,2,1,1,2,3,3,2,2,2,-1.7463561981214308,0.2116955796739859,1.2102318861454116,-168286.40627856058,92673.7693139239,116162.73959951254,-2.2424735862172653,-152.400390625,-2.635486353715767,0.06,3.222179594071941,5.327041659008888,2.5244473555127005,0.020801388675630084,-1.160000483194987,0,61.0,62.220001220703125,62.88999938964844,60.84000015258789,27065990
2024-06-13,1,2,3,3,1,1,2,2,1,2,3,3,2,2,2,-93.8766412165818,0.08582337501647075,1.6834527517958175,156993.76004447194,-168286.40627856058,-199383.03072805202,1.5709724980768769,28.500781250000728,-1.9311240291206255,0.06,2.213531960791003,4.839263832912174,3.0509080352046034,0.009820951361396435,-1.7433338165283203,1,60.959999084472656,61.13999938964844,62.099998474121094,60.63999938964844,25631348
2024-06-14,1,1,3,1,3,3,3,3,1,2,2,3,2,2,2,-88.48703993344115,-0.27873037615900387,1.385525633710202,-60710.53297831613,156993.76004447194,135182.067803915,11.556893390251979,84.099609375,-1.9687332644533524,0.06,0.18109689970154225,4.782225162118202,3.4034385054971654,-0.013757020818301602,-1.8933340708414714,1,60.779998779296875,60.970001220703125,61.20000076293945,59.439998626708984,24382312
2024-06-17,1,1,2,1,1,3,3,2,1,2,2,3,2,2,2,-49.236502003227685,-0.25316644952729916,0.3851871169727836,-77154.37701744656,-60710.53297831613,52050.56056216877,13.79283241143255,-0.2000000000007276,-1.8522853098429015,0.06,0.2727650241830869,6.484212915613137,3.853305502076024,-0.023452854978765092,-1.8591670989990234,1,61.2599983215332,60.88999938964844,61.380001068115234,59.810001373291016,21096626
2024-06-18,1,2,2,1,1,3,3,1,1,2,2,3,2,2,2,-162.59156635441153,-0.10548900381029469,-0.3881848218979904,-128040.2982650479,-77154.37701744656,92673.7693139239,10.806575085219535,-159.09882812499927,-1.1816758910712932,0.06,-0.09870655080973516,5.644008455909802,2.039859538016259,-0.0157775381069577,-1.6041673024495442,0,62.25,60.7599983215332,62.63999938964844,60.709999084472656,18537010
2024-06-19,1,3,3,2,1,1,3,2,1,2,2,3,2,3,2,-151.6177818547305,0.28371992427173254,0.7188261485902849,-53027.59907900763,-128040.2982650479,-168286.40627856058,10.192199288791826,-0.2000000000007276,-0.7067293409132276,0.06,0.35762925863830924,4.639448805743082,1.6412215476728402,0.03217955138792494,-1.727500279744466,0,62.58000183105469,62.22999954223633,62.59000015258789,61.9900016784668,2504849
2024-06-20,1,2,1,3,2,3,3,1,1,2,3,3,2,3,2,-192.20665836072536,-0.08498705476627677,-1.9723615986210419,133082.12740178057,-53027.59907900763,156993.76004447194,10.26931087799339,-108.00117187499927,-0.901012812358158,0.06,1.2893126228358913,3.2153342183442355,1.1472343865205534,0.05546529586547272,-1.6841672261555989,1,62.310001373291016,62.29999923706055,62.540000915527344,61.349998474121094,17612571
2024-06-21,1,3,1,2,3,1,3,2,1,2,3,2,2,3,2,-136.73218240533728,0.419850444529402,-1.4616230199955886,-26710.02673649951,133082.12740178057,-60710.53297831613,7.029534772090898,-0.2000000000007276,-0.7111778557493926,0.06,8.706665576262244,0.3141358284526463,0.12350400658779037,0.05984977623969093,-1.6325009663899739,0,62.06999969482422,62.279998779296875,62.84000015258789,61.459999084472656,82513975
2024-06-24,1,2,3,1,2,1,3,1,1,2,3,2,2,3,2,-172.41521454955546,0.039280667758887944,1.4777532678150678,-156816.41408132517,-26710.02673649951,-77154.37701744656,5.506754664504399,-263.5,-0.7866944002844849,0.06,5.4897846481664825,-1.683192122018764,-1.4397968129884937,0.03538030689304428,-1.420000394185384,1,60.65999984741211,61.529998779296875,62.400001525878906,60.349998474121094,14612810
2024-06-25,1,3,2,2,1,1,3,1,1,1,3,1,2,2,2,-147.0708578700848,0.26165814098142803,-0.07458922654396005,-25917.427163160988,-156816.41408132517,-128040.2982650479,3.967078664875686,-59.0,-1.0227763873036988,0.02,2.597637302719191,-3.1074309445230544,-2.170526984608543,0.01059056021587046,-1.120833396911621,0,62.83000183105469,60.720001220703125,62.83000183105469,60.11000061035156,26989682
2024-06-26,1,3,1,3,2,2,2,1,1,1,2,1,2,2,2,-87.74155485257151,0.4482125025497332,-0.8911874285594941,34919.37230296631,-25917.427163160988,-53027.59907900763,3.00580815852139,-27.598828124999272,-0.8533959180032227,0.02,0.494326067964753,-3.223926466654858,-2.183855059338091,0.004001336212951595,-0.7091671625773112,1,62.09000015258789,62.29999923706055,62.779998779296875,61.119998931884766,29297781
2024-06-27,1,3,1,2,3,3,2,2,2,1,2,1,2,2,2,-54.66168794038044,0.39713042355081285,-1.5004724598287815,-16725.596019237884,34919.37230296631,133082.12740178057,3.639223240280657,-0.2000000000007276,-0.0028522958655173847,0.02,-0.827766916158275,-2.4827910886858797,-2.2662018076193053,-0.004694145986429532,-0.48583316802978516,0,62.04999923706055,61.9900016784668,62.25,61.5,24832393
2024-06-28,1,3,2,1,2,2,2,1,2,1,3,1,2,2,2,-32.67885088816362,0.29722778502019054,-0.262482856292495,-109462.4786633515,-16725.596019237884,-26710.02673649951,1.1152203743806552,-29.700390624999272,0.04942401235057786,0.02,3.7554836230235704,-5.87112544094688,-2.3795447611388596,-0.014451200360578065,-0.2991666793823242,0,62.4900016784668,62.47999954223633,62.939998626708984,61.880001068115234,16473690
2024-07-01,2,1,3,1,1,1,2,2,2,1,3,1,2,2,2,-12.631822189552091,-0.47381623255165906,1.793853396366659,-109726.1521435153,-109462.4786633515,-156816.41408132517,-2.367539637215927,-0.2000000000007276,-0.20365607722538334,0.02,1.1497249328850199,-9.42021958627941,-3.997422583072514,-0.008012720392302775,-0.13083299001057944,0,62.72999954223633,62.4900016784668,62.88999938964844,62.02000045776367,24792669
